Linha de Fornecimento,Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar,Número de inscrição,Data de abertura,Endereço eletrônico,Telefone,Nome empresarial,Nome de fantasia,Natureza jurídica API,CNAE API,Logradouro API,Número API,Complemento API,CEP API,Bairro/Distrito API,Município API,UF API
ELEVADORES E ESCADAS ROLANTES,400406,01436189000122,,CAIO INDUSTRIA E COMERCIO LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4669999: COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS,,Sim,01.436.189/0001-22MATRIZ,18/09/1996,ANDREELETROCAIO@GMAIL.COM,31 32677675,CAIO INDUSTRIA E COMERCIO LTDA,,2062 - Sociedade Empresária Limitada,"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",AV MARUIPE,1135,SALA  203                 CXPST 19,29043213,MARUIPE,VITÓRIA,ES
ELEVADORES E ESCADAS ROLANTES,474204,09392396000134,,PROTENDI COMERCIO DE EPI LTDA,Sim,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4642702: COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS PARA USO PROFISSIONAL E DE SEGURANÇA DO TRABALHO,,Sim,09.392.396/0001-34MATRIZ,26/02/2008,FINANCEIRO@PROTENDI.COM.BR,27 33490769,PROTENDI COMERCIO DE EPI LTDA,PROTENDI EPI,2062 - Sociedade Empresária Limitada,46427 - Comércio atacadista de artigos do vestuário e acessórios,R ANTONIO ATAIDE,1402,LOJA: 1;,29107200,DIVINO ESPIRITO SANTO,VILA VELHA,ES
ELEVADORES E ESCADAS ROLANTES,641671,28416873000107,,COMAPRO COMERCIO E IMPORTACAO LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4689399: COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,28.416.873/0001-07MATRIZ,15/06/1984,VENDAS@COMAPRO.COM.BR,27 33375661,COMAPRO COMERCIO E IMPORTACAO LTDA,,2062 - Sociedade Empresária Limitada,46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,R JULIA LACOURT PENNA,1.140,EDIF: CONTINENTAL; : LOJA 01 E 2 PAV.;,29090210,JARDIM CAMBURI,VITÓRIA,ES
ELEVADORES E ESCADAS ROLANTES,748358,47402338000133,,ALFA MANUTENCAO EM SERVICOS GERAIS LTDA,Sim,,56057: Alfredo Chaves,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4330404: SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,,Sim,,,,,,,,,,,,,,,
ELEVADORES E ESCADAS ROLANTES,236,00028986001007,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,00.028.986/0010-07FILIAL,03/04/1996,MICHELLE.MARIA@SCHINDLER.COM,11 20205659,ELEVADORES ATLAS SCHINDLER LTDA.,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV CRISTIANO MACHADO,2860,,31160372,UNIAO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,238,00028986001260,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,00.028.986/0012-60FILIAL,08/04/1996,JANAINA.MELO@SCHINDLER.COM,11 20205625,ELEVADORES ATLAS SCHINDLER LTDA.,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV JOSE PAES DE ALMEIDA,188,,38408140,SANTA MONICA,UBERLÂNDIA,MG
ELEVADORES E ESCADAS ROLANTES,4364,00427711000147,,MECANICA MARTINS GUEDES LTDA,Sim,,48437: Miraí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2862300: FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE ALIMENTOS, BEBIDAS E FUMO, PEÇAS E ACESSÓRIOS",,Sim,00.427.711/0001-47MATRIZ,26/01/1995,FISCAL@MIRAINOX.COM.BR,32 34261764,MECANICA MARTINS GUEDES LTDA,MIRAINOX,2062 - Sociedade Empresária Limitada,"28623 - Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",AV CATAGUASES,300,,36790000,JOSE ARAGOSO,MIRAÍ,MG
ELEVADORES E ESCADAS ROLANTES,5504,00524205000176,,CONTROL ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,00.524.205/0001-76MATRIZ,03/04/1995,CONTABILIDADE.GERALDOMENDES@SUPERIG.COM.BR,31 34432150 31 34436922,CONTROL ELEVADORES LTDA,A CONTROL ELEVADORES,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R PERDOES,452,,30720280,CARLOS PRATES,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,8102,00740155000164,,GB HIDRAULICA GRUPO EMPRESARIAL LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4669901: COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS,,Sim,00.740.155/0001-64MATRIZ,04/08/1995,SINTECCONTABIL@HOTMAIL.COM,31 34087450,GB HIDRAULICA GRUPO EMPRESARIAL LTDA,,2062 - Sociedade Empresária Limitada,"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",AV SARAMENHA,1022,,31840220,GUARANI,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,8962,00822938000197,,ELEVADORES MODULO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,00.822.938/0001-97MATRIZ,25/09/1995,,31 2733203,ELEVADORES MODULO LTDA,ELEVADORES MODULO,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV DOS ANDRADAS,302,SALA 720,30120010,CENTRO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,11036,01001371000150,,ESA COMERCIO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim,01.001.371/0001-50MATRIZ,15/01/1996,ESAATACADO@GMAIL.COM,31 88694208 31 34971629,ESA COMERCIO LTDA,,2062 - Sociedade Empresária Limitada,47423 - Comércio varejista de material elétrico,R ADAUTO FEITOSA,141,,31260340,DONA CLARA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,11417,01030914000168,,CENTRAL ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,01.030.914/0001-68MATRIZ,02/02/1996,CENTRAL-ELEV@IG.COM.BR,31 32722296,CENTRAL ELEVADORES LTDA,CENTEL,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV DOS ANDRADAS,302,SALAS 512 E 513,30120010,CENTRO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,13692,01221364000164,,INTERFACE AUTOMACAO INDUSTRIAL LTDA,Sim,,43710: Contagem,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2829199: FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS DE USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS",,Sim,01.221.364/0001-64MATRIZ,27/05/1996,CONTABILIDADE@INTERFACEELEVADORES.COM.BR,31 33618503,INTERFACE AUTOMACAO INDUSTRIAL LTDA,INTERFACE,2062 - Sociedade Empresária Limitada,28291 - Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,R SANTIAGO BALLESTEROS,720,,32010050,CINCO,CONTAGEM,MG
ELEVADORES E ESCADAS ROLANTES,30013,02520586000140,,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,Não,,40690: Araguari,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6810202: ALUGUEL DE IMÓVEIS PRÓPRIOS,,Sim,02.520.586/0001-40MATRIZ,12/05/1998,REILARB@HOTMAIL.COM,34 32423240 34 32426043,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,CASA DAS FERRAMENTAS,2062 - Sociedade Empresária Limitada,68102 - Atividades imobiliárias de imóveis próprios,R DONA ADELAIDE,125,,38442006,GOIAS,ARAGUARI,MG
ELEVADORES E ESCADAS ROLANTES,53689,04145419000192,,PROBANC ENGENHARIA S.A.,Sim,,41238: Belo Horizonte,MG,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim,04.145.419/0001-92MATRIZ,16/11/2000,PROBANC_ENGENHARIA@YAHOO.COM.BR,31 34623871,PROBANC ENGENHARIA S.A.,,2054 - Sociedade Anônima Fechada,00000 - Sem informação,R CONTORNO,240,,31155410,PALMARES,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,57219,04357367000118,,GMS ELETROMECANICA PNEUMATICA LTDA,Não,,43710: Contagem,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530703: COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,,Sim,04.357.367/0001-18MATRIZ,26/03/2001,ROGERMARTINSCONTABILIDADE@YAHOO.COM.BR,31 39113651,GMS ELETROMECANICA PNEUMATICA LTDA,GMS ELETROMECANICA PNEUMATICA,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R QUARENTA E QUATRO,105,,32072460,TROPICAL,CONTAGEM,MG
ELEVADORES E ESCADAS ROLANTES,59190,04477131000115,,ACESSO MAQUINAS INTELIGENTES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822402: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS, PEÇAS E ACESSÓRIOS",,Sim,04.477.131/0001-15MATRIZ,24/05/2001,SETORFISCAL@URIASCONTABIL.COM.BR,31 32121541 31 25351541,ACESSO MAQUINAS INTELIGENTES LTDA,ACESSO ELEVADORES INTELIGENTES.,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R FLOR-DAS-PEDRAS,550,,30810000,JARDIM MONTANHES,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,77732,05592479000116,,ROUG PART'S COMERCIO & REPRESENTACAO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4689399: COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,05.592.479/0001-16MATRIZ,25/03/2003,CONTADOR@IBICONTABILIDADE.COM.BR,31 30450967,ROUG PART'S COMERCIO & REPRESENTACAO LTDA,,2062 - Sociedade Empresária Limitada,46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,R JOSE DE AQUINO E SILVA,118,,30664385,VALE DO JATOBA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,97467,07179937000115,,VERTICALTECH INDUSTRIA DE ELEVADORES LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,07.179.937/0001-15MATRIZ,21/01/2005,WLCONTABILIDADECONSULTORIA@BOL.COM.BR,31 34333476,VERTICALTECH INDUSTRIA DE ELEVADORES LTDA,VERTICALTECH,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R JORGE FRANCISCO DOS SANTOS,127,,31810230,PRIMEIRO DE MAIO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,99822,07290027000105,,TECSULVALE INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRO MECANICOS LTDA,Não,,51918: Santa Rita do Sapucaí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7739099: ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",,Sim,07.290.027/0001-05MATRIZ,28/03/2005,ANDREIA@RESULTSCONSULTORIA.COM.BR,35 34716730,TECSULVALE INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRO MECANICOS LTDA,,2062 - Sociedade Empresária Limitada,77390 - Aluguel de máquinas e equipamentos não especificados anteriormente,AV FRANCISCO ANDRADE RIBEIRO,543,BLOCO: 10;,37540000,FAMILIA,SANTA RITA DO SAPUCAÍ,MG
ELEVADORES E ESCADAS ROLANTES,114410,08097763000104,,SHOW MIX DISTRIBUIDORA DE MATERIAIS DE CONSTRUCOES E SERVICOS LTDA,Sim,,26913: Juatuba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim,08.097.763/0001-04MATRIZ,23/06/2006,CONT.MBRASIL@YAHOO.COM.BR,31 93910913,SHOW MIX DISTRIBUIDORA DE MATERIAIS DE CONSTRUCOES E SERVICOS LTDA,,2062 - Sociedade Empresária Limitada,"47440 - Comércio varejista de ferragens, madeira e materiais de construção",R MARCELINO S. LIBOEIRO,340,,35675000,VARGINHA,JUATUBA,MG
ELEVADORES E ESCADAS ROLANTES,115398,08194579000182,,LEANDRO LUIZ LEAL SILVA,Sim,,41238: Belo Horizonte,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4693100: COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINÂNCIA DE ALIMENTOS OU DE INSUMOS AGROPECUÁRIOS",,Sim,08.194.579/0001-82MATRIZ,02/06/2006,SAMIR@MLCONTABILIDADE.COM,31 32871383 31 32871375,LEANDRO LUIZ LEAL SILVA,COMERCIAL JL,2135 - Empresário (Individual),"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",R ILHA GRANDE,840,ANEXO,31555030,JARDIM ATLANTICO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,130646,09319626000130,,CELMAQ INDUSTRIA E COMERCIO LTDA,Não,,43710: Contagem,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2840200: FABRICAÇÃO DE MÁQUINAS-FERRAMENTA, PEÇAS E ACESSÓRIOS",,Sim,09.319.626/0001-30MATRIZ,03/12/2007,JURIDICO@CONTAGILMG.COM.BR,31 32187800,CELMAQ INDUSTRIA E COMERCIO LTDA,,2062 - Sociedade Empresária Limitada,28402 - Fabricação de máquinas-ferramenta,R DAS ROSAS,160,,32150320,CAMPINA VERDE,CONTAGEM,MG
ELEVADORES E ESCADAS ROLANTES,132060,09417554000163,,"SERVEL COMERCIO, MONTAGEM E MANUTENCAO ELETRICA LTDA",Sim,,46477: Itajubá,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim,09.417.554/0001-63MATRIZ,29/02/2008,PAULOHS22@YAHOO.COM.BR,35 36235289 35 36235289,"SERVEL COMERCIO, MONTAGEM E MANUTENCAO ELETRICA LTDA",SERVEL-MG,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R DO EXPEDICIONARIO,275,,37501122,VARGINHA,ITAJUBÁ,MG
ELEVADORES E ESCADAS ROLANTES,137116,10266760000107,,COMERCIAL FARAH LTDA.,Sim,,47791: Machado,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim,10.266.760/0001-07MATRIZ,12/08/2008,SALBRI@AXTELECOM.COM.BR,35 32956054,COMERCIAL FARAH LTDA.,COMERCIAL FARAH,2062 - Sociedade Empresária Limitada,47539 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,R PROFESSOR ARTUR XAVIER PEDROSO,428,SALA: 2;,37750000,CENTRO,MACHADO,MG
ELEVADORES E ESCADAS ROLANTES,143137,10745622000100,,ETHOS COMERCIAL E SERVICOS LTDA,Não,,54259: Vespasiano,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4642702: COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS PARA USO PROFISSIONAL E DE SEGURANÇA DO TRABALHO,,Sim,10.745.622/0001-00MATRIZ,03/04/2009,DEBORAHMANSUR@GMAIL.COM,31 31093453,ETHOS COMERCIAL E SERVICOS LTDA,,2062 - Sociedade Empresária Limitada,46427 - Comércio atacadista de artigos do vestuário e acessórios,R PARAIBA,276,,33200000,CELVIA,VESPASIANO,MG
ELEVADORES E ESCADAS ROLANTES,145158,10921809000100,,D3JF EMPREENDIMENTOS COMERCIAIS LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3250702: FABRICAÇÃO DE MOBILIÁRIO PARA USO MÉDICO, CIRÚRGICO, ODONTOLÓGICO E DE LABORATÓRIO",,Sim,10.921.809/0001-00MATRIZ,26/06/2009,LEGALIZACAO@GRUPOTECCON.COM.BR,32 32156374,D3JF EMPREENDIMENTOS COMERCIAIS LTDA,HOSPITALARE,2062 - Sociedade Empresária Limitada,32507 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,AV PRESIDENTE JUSCELINO KUBITSCHECK,10292,DEPOSITO,36092235,BARREIRA DO TRIUNFO,JUIZ DE FORA,MG
ELEVADORES E ESCADAS ROLANTES,146985,11139349000125,,AGV COMERCIO E SERVICOS LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4673700: COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO,,Sim,11.139.349/0001-25MATRIZ,10/09/2009,COPAM@TERRA.COM.BR,33 34845534,AGV COMERCIO E SERVICOS LTDA,AGV COMERCIO E SERVICO,2062 - Sociedade Empresária Limitada,46737 - Comércio atacadista de material elétrico,R JACUI,3625,,31160190,IPIRANGA,BELO HORIZONTE,MG
